"Intake Date","Found Location","Intake Condition","Animal ID","Animal Type","Sex","Spayed/Neutered?","Name","Days Old","Description"
" 6/10/12","MANOR RD AUSTIN, TX","NORMAL","A629527","DOG","MALE","NO","COLONEL",366,"Brn Merle Catahoula"
" 6/10/12","833 FAIRFIELD AUSTIN, TX","NORMAL","A629529","PUPPY","FEMALE","NO",,76,"Buff Labrador Retr"
" 6/10/12","HENSLEY CIRCLE LAKEWAY, TX","NORMAL","A629535","CAT","MALE","NO",,"1,096.00","Black Domestic MH"
" 6/10/12","BREMNER - SLAUGHTER AND MOPAC AUSTIN, TX","NORMAL","A629537","DOG","FEMALE","YES","NARWHAL",731,"Tricolor Rat Terrier"
" 6/10/12","OLD FREDERICKSBURG - 290/HWY 71 AUSTIN, TX","NORMAL","A629539","DOG","MALE","NO","HERSHEY","2,557.00","Silver Schnauzer Min"
" 6/10/12","AUSTIN, TX","NORMAL","A629540","KITTEN","MALE","NO",,31,"Black Domestic SH"
" 6/10/12","AUSTIN, TX","NORMAL","A629541","KITTEN","FEMALE","NO",,31,"Tortie Domestic SH"
" 6/10/12","AUSTIN, TX","NORMAL","A629542","KITTEN","FEMALE","NO",,31,"Tortie Domestic SH"
" 6/10/12","AUSTIN, TX","NORMAL","A629543","KITTEN","FEMALE","NO",,31,"Torbie Domestic SH"
" 6/10/12","AUSTIN, TX","NORMAL","A629544","KITTEN","FEMALE","NO",,31,"Brn Tabby Domestic SH"
" 6/10/12","AUSTIN, TX","NORMAL","A629545","KITTEN","FEMALE","NO",,31,"Brn Tabby Domestic SH"
" 6/10/12","AUSTIN, TX","NORMAL","A629546","KITTEN","FEMALE","NO",,31,"Brn Tabby Domestic SH"
" 6/10/12","FM 1431 TRAVIS, TX","NORMAL","A629548","DOG","MALE","YES",,"1,827.00","Black Border Collie"
" 6/10/12","10001 S 1ST ST AUSTIN, TX","NORMAL","A629551","CAT","MALE","YES",,"2,922.00","Blue Tabby Domestic SH"
" 6/10/12","8502 DRYFIELD DR AUSTIN, TX","NORMAL","A629552","CAT","FEMALE","NO",,731,"Brn Tabby Domestic SH"
" 6/10/12","8502 DRYFIELD DR AUSTIN, TX","NORMAL","A629553","KITTEN","FEMALE","NO",,46,"Blue Tabby Domestic SH"
" 6/10/12","8502 DRYFIELD DR AUSTIN, TX","NORMAL","A629554","KITTEN","FEMALE","NO",,46,"Blue Tabby Domestic SH"
" 6/10/12","8502 DRYFIELD DR AUSTIN, TX","NORMAL","A629555","KITTEN","MALE","NO",,46,"Crm Tabby Domestic MH"
" 6/10/12","8502 DRYFIELD DR AUSTIN, TX","NORMAL","A629556","KITTEN","FEMALE","NO",,46,"Torbie Domestic SH"
" 6/10/12","8502 DRYFIELD DR AUSTIN, TX","NORMAL","A629558","KITTEN","MALE","NO",,46,"Brn Tabby Domestic SH"
" 6/10/12","8502 DRYFIELD DR AUSTIN, TX","NORMAL","A629559","KITTEN","MALE","NO",,46,"Brn Tabby Domestic Lh"
" 6/10/12","AUSTIN, TX","NORMAL","A629580","DOG","MALE","NO",,548,"Br Brindle Boxer"
" 6/11/12","E 12TH ST AND CHESTNUT AUSTIN, TX","NORMAL","A494592","DOG","MALE","YES","SAMMY","4,201.00","Brown Germ Shepherd"
" 6/11/12","2615 BAXTER AUSTIN, TX","NORMAL","A600317","DOG","FEMALE","YES","ROXIE","1,231.00","Blue Cream Pit Bull"
" 6/11/12","513 SOUTH PARK DR AUSTIN, TX","OTHER","A603014","DOG","MALE","NO","DEXTER",444,"Black Germ Shepherd"
" 6/11/12","6805 WINDRIFT WAY AUSTIN, TX","INJURED","A616231","CAT","MALE","YES","LUCKY",905,"Black Domestic SH"
" 6/11/12","4434 FRONTIER TRL AUSTIN, TX","INJURED","A629581","DOG","MALE","NO",,548,"Black Chihuahua Sh"
" 6/11/12","12034 RESEARCH AUSTIN, TX","NORMAL","A629582","KITTEN","FEMALE","NO","PURRGIE",38,"Seal Pt Siamese"
" 6/11/12","FM 812 NEAR 183 TRAVIS, TX","NORMAL","A629584","KITTEN","FEMALE","NO",,38,"Tortie Domestic SH"
" 6/11/12","I35 AND SLAUGHTER CREEK OVERPASS AUSTIN, TX","NORMAL","A629586","DOG","FEMALE","NO",,366,"Black Chihuahua Sh"
" 6/11/12","8806 THUNDERBIRD RD AUSTIN, TX","NORMAL","A629588","DOG","FEMALE","NO",,731,"Brown Pit Bull"
" 6/11/12","7201 LEVANDER LOOP AUSTIN, TX","NORMAL","A629589","DOG","FEMALE","YES","SUNNY",366,"Yellow Labrador Retr"
" 6/11/12","OLTORF/CONGRESS AUSTIN, TX","NORMAL","A629593","DOG","FEMALE","NO",,121,"Black Labrador Retr"
" 6/11/12","1700 ADINA AUSTIN, TX","NORMAL","A629594","DOG","FEMALE","NO",,366,"Fawn Pit Bull"
" 6/11/12","BRAKER LANE AND PARKFIELD AUSTIN, TX","NORMAL","A629595","DOG","MALE","NO",,"1,461.00","Black Yorkshire Terr"
" 6/11/12","1812 ADINA AUSTIN, TX","NORMAL","A629596","DOG","MALE","NO",,731,"White Pit Bull"
" 6/11/12","183 AND MONTOPOLIS AUSTIN, TX","NORMAL","A629600","KITTEN","UNKNOWN","UNKNOWN",,22,"Blue Tabby Domestic SH"
" 6/11/12","6109 CLUB TERRACE AUSTIN, TX","NORMAL","A629601","DOG","MALE","NO",,121,"Black Great Dane"
" 6/11/12","CRIPPLE CREEK AND PARKFIELD AUSTIN, TX","NORMAL","A629602","DOG","MALE","NO",,731,"Tricolor Chihuahua Sh"
" 6/11/12","704 WATSON WAY AUSTIN, TX","NORMAL","A629609","DOG","MALE","NO","LUCKY",731,"White Pbgv"
" 6/11/12","704 WATSON WAY AUSTIN, TX","NORMAL","A629610","DOG","MALE","NO","MILLER",731,"White Pbgv"
" 6/11/12","13425 N 620 AUSTIN, TX","NORMAL","A629616","KITTEN","FEMALE","NO","MEOWDONNA",38,"Tortie Domestic SH"
" 6/11/12","1704 & 1706 EVERGREEN AVE AUSTIN, TX","NORMAL","A629617","KITTEN","UNKNOWN","UNKNOWN",,68,"Org Tabby Domestic SH"
" 6/11/12","1704 & 1706 EVERGREEN AVE AUSTIN, TX","NORMAL","A629618","KITTEN","UNKNOWN","UNKNOWN",,68,"White Domestic SH"
" 6/11/12","1220 ANDERSON LANE AUSTIN, TX","NORMAL","A629620","DOG","MALE","NO",,366,"Black Rottweiler"
" 6/11/12","9315 MCNEIL DR AUSTIN, TX","NORMAL","A629621","DOG","FEMALE","NO",,366,"Tan Germ Shepherd"
" 6/11/12","9315 MCNEIL DR AUSTIN, TX","NORMAL","A629622","DOG","FEMALE","NO",,366,"Buff Germ Shepherd"
" 6/11/12","NORTH MEADOWS AND LAMAR BLVD AUSTIN, TX","SICK","A629623","CAT","FEMALE","YES",,"5,114.00","Seal Pt Siamese"
" 6/11/12","5219 CANELLA DR AUSTIN, TX","NORMAL","A629624","KITTEN","FEMALE","NO",,38,"Seal Pt Siamese"
" 6/11/12","5219 CANELLA DR AUSTIN, TX","NORMAL","A629625","KITTEN","FEMALE","NO",,38,"Black Domestic SH"
" 6/11/12","5219 CANELLA DR AUSTIN, TX","NORMAL","A629626","KITTEN","FEMALE","NO",,38,"Black Domestic SH"
" 6/11/12","5219 CANELLA DR AUSTIN, TX","NORMAL","A629627","KITTEN","MALE","NO",,38,"Black Domestic SH"
" 6/11/12","E 16TH ST AND SALINAS ST AUSTIN, TX","NORMAL","A629628","DOG","FEMALE","YES",,731,"White Great Pyrenees"
" 6/11/12","5219 CANELLA DR AUSTIN, TX","NORMAL","A629629","CAT","FEMALE","NO",,366,"Black Domestic SH"
" 6/11/12","2906 E MLK AUSTIN, TX","AGED","A629632","CAT","FEMALE","YES","ESTELLE","4,383.00","Blue Domestic SH"
" 6/11/12","1840 BURTON DRIVE AUSTIN, TX","NORMAL","A629638","CAT","FEMALE","NO",,"1,096.00","Tortie Domestic SH"
" 6/11/12","1840 BURTON DRIVE AUSTIN, TX","NORMAL","A629639","KITTEN","MALE","NO",,46,"Blue Domestic SH"
" 6/11/12","1840 BURTON DRIVE AUSTIN, TX","NORMAL","A629640","KITTEN","MALE","NO",,46,"Flame Pt Siamese"
" 6/11/12","1840 BURTON DRIVE AUSTIN, TX","NORMAL","A629641","KITTEN","MALE","NO",,46,"Flame Pt Siamese"
" 6/12/12","2013 BOYDS WAY AUSTIN, TX","NORMAL","A584806","CAT","FEMALE","YES","CHLOE",672,"Brn Tabby Domestic SH"
" 6/12/12","13710 LONG MEADOW DR PFLUGERVILLE, TX","NORMAL","A601978","DOG","FEMALE","YES","ROXY",549,"White Basenji"
" 6/12/12","PEGGOTY PLACE AUSTIN, TX","INJURED","A629652","DOG","MALE","NO",,731,"White Jack Russ Terr"
" 6/12/12","IH35 AND WOODLAND AUSTIN, TX","INJURED","A629653","CAT","FEMALE","NO",,121,"Tortie Domestic SH"
" 6/12/12","4500 SECURE LN AUSTIN, TX","NORMAL","A629654","PUPPY","MALE","NO",,76,"Chocolate Labrador Retr"
" 6/12/12","4500 SECURE LN AUSTIN, TX","NORMAL","A629655","PUPPY","FEMALE","NO",,76,"Chocolate Labrador Retr"
" 6/12/12","4500 SECURE LN AUSTIN, TX","NORMAL","A629656","PUPPY","MALE","NO",,76,"Brn Merle Labrador Retr"
" 6/12/12","MARY/ 5TH AUSTIN, TX","NORMAL","A629658","DOG","FEMALE","NO",,"1,096.00","Sable Germ Shepherd"
" 6/12/12","ROEMER RD & RES TOWER RD AUSTIN, TX","NORMAL","A629659","DOG","MALE","NO",,366,"Tricolor Pointer"
" 6/12/12","WELLS BRANCH AUSTIN, TX","NORMAL","A629660","DOG","FEMALE","NO",,731,"Brown Chihuahua Sh"
" 6/12/12","AUSTIN, TX","SICK","A629661","KITTEN","MALE","NO",,76,"Org Tabby Domestic SH"
" 6/12/12","VICTORY AUSTIN, TX","NORMAL","A629662","DOG","FEMALE","YES",,"2,192.00","Br Brindle Germ Shepherd"
" 6/12/12","9102 NORTH DRIVE AUSTIN, TX","NORMAL","A629663","KITTEN","MALE","NO",,22,"Org Tabby Domestic SH"
" 6/12/12","AUSTIN, TX","NORMAL","A629668","KITTEN","FEMALE","NO",,31,"Brn Tabby Domestic SH"
" 6/12/12","HONDO BEND AUSTIN, TX","NORMAL","A629669","CAT","MALE","YES","KIRBY","2,922.00","Black Domestic SH"
" 6/12/12","NIGHT STAR DR DEL VALLE, TX","NORMAL","A629671","CAT","FEMALE","NO",,"2,192.00","Calico Domestic SH"
" 6/12/12","NIGHT STAR DR DEL VALLE, TX","NORMAL","A629674","KITTEN","MALE","NO",,22,"Crm Tabby Domestic SH"
" 6/12/12","NIGHT STAR DR DEL VALLE, TX","NORMAL","A629677","KITTEN","MALE","NO",,22,"White Domestic SH"
" 6/12/12","NIGHT STAR DR DEL VALLE, TX","NORMAL","A629678","KITTEN","MALE","NO",,22,"Blue Tabby Domestic SH"
" 6/12/12","NIGHT STAR DR DEL VALLE, TX","NORMAL","A629679","KITTEN","FEMALE","NO",,22,"Brown Ragdoll"
" 6/12/12","NIGHT STAR DR DEL VALLE, TX","NORMAL","A629680","KITTEN","MALE","NO",,22,"Org Tabby Domestic SH"
" 6/12/12","NIGHT STAR DR DEL VALLE, TX","NORMAL","A629681","KITTEN","FEMALE","NO",,22,"Calico Domestic SH"
" 6/12/12","4704 IMPERIAL DR TRAVIS, TX","INJURED","A629686","DOG","MALE","NO","RANGER","1,096.00","Tan American Staff"
" 6/12/12","TAYLOR LN AND LOCKWOOD MANOR, TX","NORMAL","A629690","DOG","FEMALE","YES",,731,"Black Labrador Retr"
" 6/12/12","AUSTIN, TX","SICK","A629691","KITTEN","FEMALE","NO",,46,"Calico Domestic SH"
" 6/12/12","AUSTIN, TX","SICK","A629692","KITTEN","FEMALE","NO",,46,"Calico Domestic SH"
" 6/12/12","AUSTIN, TX","SICK","A629693","KITTEN","FEMALE","NO",,46,"Black Domestic SH"
" 6/12/12","AUSTIN, TX","SICK","A629694","KITTEN","MALE","NO",,46,"Black Domestic SH"
" 6/12/12","HAMILTON POOL RD AUSTIN, TX","NORMAL","A629697","CAT","MALE","NO",,366,"Org Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629698","KITTEN","MALE","NO",,31,"Black Domestic SH"
" 6/12/12","RIVERSIDE AUSTIN, TX","NORMAL","A629699","PUPPY","FEMALE","NO",,61,"Black Germ Shepherd"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629700","KITTEN","MALE","NO",,31,"Crm Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629701","KITTEN","MALE","NO",,31,"Black Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629702","KITTEN","FEMALE","NO",,31,"Org Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629704","KITTEN","MALE","NO",,31,"Crm Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629705","KITTEN","MALE","NO",,31,"Blue Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629707","KITTEN","MALE","NO",,31,"Org Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629708","KITTEN","FEMALE","NO",,31,"Org Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629709","KITTEN","FEMALE","NO",,31,"Org Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629710","KITTEN","MALE","NO",,31,"Org Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629711","KITTEN","FEMALE","NO",,31,"Crm Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629712","KITTEN","FEMALE","NO",,31,"Calico Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629713","KITTEN","FEMALE","NO",,31,"Calico Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629714","KITTEN","MALE","NO",,31,"Crm Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629715","CAT","FEMALE","NO",,366,"Org Tabby Domestic SH"
" 6/12/12","1400 MASSENGALE PFLUGERVILLE, TX","NORMAL","A629716","CAT","FEMALE","NO",,366,"Crm Tabby Domestic SH"
" 6/12/12","11505 MURCHISON ST AUSTIN, TX","NORMAL","A629717","DOG","MALE","NO",,"1,461.00","Black Chihuahua Sh"
" 6/12/12","LEANDER, TX","NORMAL","A629718","DOG","FEMALE","NO",,"2,192.00","Chocolate Doberman Pinsch"
" 6/12/12","LEANDER, TX","NORMAL","A629719","PUPPY","MALE","NO",,46,"Br Brindle Doberman Pinsch"
" 6/12/12","LEANDER, TX","NORMAL","A629720","PUPPY","MALE","NO",,46,"Tan Doberman Pinsch"
" 6/12/12","LEANDER, TX","NORMAL","A629721","PUPPY","MALE","NO",,46,"Sable Doberman Pinsch"
" 6/12/12","LEANDER, TX","NORMAL","A629722","PUPPY","FEMALE","NO",,46,"Black Doberman Pinsch"
" 6/12/12","LEANDER, TX","NORMAL","A629723","PUPPY","MALE","NO",,46,"Sable Doberman Pinsch"
" 6/12/12","LEANDER, TX","NORMAL","A629724","PUPPY","FEMALE","NO",,46,"Br Brindle Doberman Pinsch"
" 6/12/12","AUSTIN, TX","NORMAL","A629726","DOG","MALE","NO",,366,"Brown Pit Bull"
" 6/12/12","7100 BLUFF SPRINGS AUSTIN, TX","SICK","A629727","KITTEN","FEMALE","NO",,29,"Blue Domestic SH"
" 6/12/12","PALO BLANCO AUSTIN, TX","NORMAL","A629728","DOG","MALE","NO",,"1,827.00","Brown Pit Bull"
" 6/12/12","PARMER LN/ N. LAMAR AUSTIN, TX","NORMAL","A629731","DOG","FEMALE","NO",,366,"White Pointer"
" 6/12/12","16214 JACOBSON TRAVIS, TX","NORMAL","A629732","DOG","FEMALE","NO",,366,"Blue Tiger Pit Bull"
" 6/12/12","16214 JACOBSON TRAVIS, TX","NORMAL","A629733","DOG","FEMALE","NO",,731,"Br Brindle Pit Bull"
" 6/12/12","1706 RUTLAND DR AUSTIN, TX","NORMAL","A629746","DOG","FEMALE","NO",,"2,192.00","Brown Chihuahua Sh"
" 6/13/12","6500 MANOR RD AUSTIN, TX","NORMAL","A506758","DOG","FEMALE","NO","PITA","1,670.00","White Pit Bull"
" 6/13/12","13201 VIZQUEL LOOP AUSTIN, TX","INJURED","A559222","DOG","MALE","NO","ROBBY","1,697.00","Black Doberman Pinsch"
" 6/13/12","SIROCCO AUSTIN, TX","NORMAL","A605772","DOG","MALE","NO","HADES",366,"Black Pit Bull"
" 6/13/12","MONTOPOLIS AND SONOS AUSTIN, TX","NORMAL","A620990","DOG","MALE","YES","TWO",168,"Black Chihuahua Sh"
" 6/13/12","MONTOPOLIS AND SONOS AUSTIN, TX","NORMAL","A620991","DOG","FEMALE","YES","FIVE",168,"Black Chihuahua Sh"
" 6/13/12","MONTOPOLIS AND SONOS AUSTIN, TX","NORMAL","A620994","DOG","FEMALE","YES","FANTASTIC",168,"Black Chihuahua Sh"
" 6/13/12","SIROCCO AUSTIN, TX","NORMAL","A629747","DOG","MALE","NO","DEUCE",366,"Br Brindle Pit Bull"
" 6/13/12","17913 DANSWORTH DR TRAVIS, TX","INJURED","A629749","DOG","MALE","NO","PIERRE","2,192.00","Apricot Poodle Min"
" 6/13/12","12034 RESEARCH  BLVD AUSTIN, TX","INJURED","A629750","DOG","MALE","NO",,366,"Gray Aust Shepherd"
" 6/13/12","4401 MARLIN CV AUSTIN, TX","SICK","A629754","CAT","MALE","NO",,731,"Blue Tabby Domestic SH"
" 6/13/12","5701 SPRINGDALE AUSTIN, TX","INJURED","A629756","DOG","MALE","NO",,"1,096.00","Black Yorkshire Terr"
" 6/13/12","LAMAR/30TH ST AUSTIN, TX","SICK","A629757","PUPPY","MALE","NO",,46,"Blue Merle Aust Cattle Dog"
" 6/13/12","LAMAR/30TH ST AUSTIN, TX","SICK","A629758","PUPPY","FEMALE","NO",,46,"White Aust Cattle Dog"
" 6/13/12","LAMAR/30TH ST AUSTIN, TX","SICK","A629759","PUPPY","FEMALE","NO",,46,"Red Aust Cattle Dog"
" 6/13/12","5200 HUDSON BEND RD TRAVIS, TX","INJURED","A629760","DOG","MALE","YES",,"1,461.00","Buff Great Pyrenees"
" 6/13/12","2900 ESPERANZA CROSSING AUSTIN, TX","NORMAL","A629761","DOG","MALE","NO",,548,"Brown Chihuahua Sh"
" 6/13/12","71 AND 183 AUSTIN, TX","NORMAL","A629762","DOG","FEMALE","NO",,121,"Black Chow Chow"
" 6/13/12","71 AND 183 AUSTIN, TX","NORMAL","A629763","DOG","MALE","NO",,121,"Black Germ Shepherd"
" 6/13/12","AUSTIN, TX","NORMAL","A629766","DOG","MALE","NO","ROSCOE","1,096.00","Tan American Staff"
" 6/13/12","3300 PARKER LANE AUSTIN, TX","NORMAL","A629767","PUPPY","MALE","NO","TATER TOT",38,"Black Dachshund Wh"
" 6/13/12","2309 PERRY AUSTIN, TX","INJURED","A629768","CAT","MALE","NO","UNK","1,096.00","White Amer Sh"
" 6/13/12","PFLUGERVILLE, TX","NORMAL","A629770","KITTEN","MALE","NO",,83,"Brn Tabby Domestic SH"
" 6/13/12","2705 HOEKE AUSTIN, TX","NORMAL","A629771","PUPPY","MALE","NO",,83,"Black Labrador Retr"
" 6/13/12","PFLUGERVILLE, TX","NORMAL","A629772","KITTEN","MALE","NO",,83,"Brn Tabby Domestic SH"
" 6/13/12","AIRPORT BLVD/MLK AUSTIN, TX","NORMAL","A629775","KITTEN","MALE","NO",,53,"White Domestic SH"
" 6/13/12","IH 35 AUSTIN, TX","INJURED","A629776","KITTEN","FEMALE","NO","SUNNY",46,"Crm Tabby Domestic SH"
" 6/13/12","AUSTIN, TX","NORMAL","A629779","CAT","FEMALE","NO",,"1,461.00","Tortie Domestic SH"
" 6/13/12","4106 N LAMAR AUSTIN, TX","NORMAL","A629780","DOG","FEMALE","NO",,305,"Chocolate Chihuahua Sh"
" 6/13/12","4106 N LAMAR AUSTIN, TX","NORMAL","A629781","DOG","FEMALE","NO",,305,"Tan Chihuahua Sh"
" 6/13/12","13201 VIZQUEL LOOP AUSTIN, TX","INJURED","A629783","DOG","MALE","NO","UNK",731,"Black Chihuahua Sh"
" 6/13/12","4608 GONZALES AUSTIN, TX","NORMAL","A629784","DOG","MALE","NO",,731,"Black Aust Cattle Dog"
" 6/13/12","18733 FM 969 TRAVIS, TX","NORMAL","A629785","DOG","MALE","NO",,731,"Brown Germ Shepherd"
" 6/13/12","15201 BURNET RD. TRAVIS, TX","NORMAL","A629786","DOG","MALE","NO",,731,"Tan Chihuahua Sh"
" 6/13/12","1701 SPINEL DR TRAVIS, TX","NORMAL","A629790","DOG","MALE","NO",,731,"White Pit Bull"
" 6/13/12","1701 SPINEL DR TRAVIS, TX","NORMAL","A629791","DOG","FEMALE","NO",,"1,461.00","Red Pit Bull"
" 6/13/12","AUSTIN, TX","NORMAL","A629793","CAT","MALE","YES",,"2,557.00","Flame Pt Siamese"
" 6/13/12","8202 CATTLE DR AUSTIN, TX","NORMAL","A629794","KITTEN","MALE","NO",,107,"Org Tabby Domestic SH"
" 6/13/12","8202 CATTLE DR AUSTIN, TX","NORMAL","A629795","KITTEN","FEMALE","NO",,107,"Org Tabby Domestic SH"
" 6/13/12","8202 CATTLE DR AUSTIN, TX","NORMAL","A629796","KITTEN","FEMALE","NO",,107,"Org Tabby Domestic SH"
" 6/13/12","AUSTIN, TX","NORMAL","A629797","CAT","MALE","YES",,"1,827.00","White Domestic SH"
" 6/13/12","IH 35 AUSTIN, TX","NORMAL","A629800","KITTEN","MALE","NO",,61,"Org Tabby Domestic SH"
